@cycle_counter=0 	HTRANS=IDLE 	HBURST=SINGLE 	HSIZE=Byte 	burst_length=x 	HWRITE=x 	HADDR=xxxxxxxx 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=x 	HRESP=OKAY 	data=xxxxxxxxxxxxxxxx 	data_buffer=xxxxxxxxxxxxxxxx 	@local_cycle_counter=0 
@cycle_counter=359 	HTRANS=NONSEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=1 	HADDR=00000006 	HWDATA=xxxx3d3cxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0706xxxxxxxxxxxx 	data_buffer=xxxx3d3cxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=360 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=1 	HADDR=00000008 	HWDATA=0706xxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=0706xxxxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=361 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=1 	HADDR=00000010 	HWDATA=0f0e0d0c0b0a0908 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1716151413121110 	data_buffer=0f0e0d0c0b0a0908 	@local_cycle_counter=3 
@cycle_counter=362 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=1 	HADDR=00000018 	HWDATA=1716151413121110 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1c1b1a1918 	data_buffer=1716151413121110 	@local_cycle_counter=0 

@cycle_counter=363 	HTRANS=NONSEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000005 	HWDATA=1f1e1d1c1b1a1918 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=070605xxxxxxxxxx 	data_buffer=1f1e1d1c1b1a1918 	@local_cycle_counter=1 
@cycle_counter=364 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000008 	HWDATA=070605xxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0b0a0908 	data_buffer=070605xxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=365 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=0000000c 	HWDATA=xxxxxxxx0b0a0908 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=17161514xxxxxxxx 	data_buffer=xxxxxxxx0b0a0908 	@local_cycle_counter=3 
@cycle_counter=366 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000010 	HWDATA=17161514xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx1b1a1918 	data_buffer=17161514xxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=367 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000010 	HWDATA=17161514xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx1b1a1918 	data_buffer=17161514xxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=368 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000014 	HWDATA=xxxxxxxx1b1a1918 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=27262524xxxxxxxx 	data_buffer=xxxxxxxx1b1a1918 	@local_cycle_counter=5 
@cycle_counter=369 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000018 	HWDATA=27262524xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2b2a2928 	data_buffer=27262524xxxxxxxx 	@local_cycle_counter=6 
@cycle_counter=370 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=0000001c 	HWDATA=xxxxxxxx2b2a2928 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=37363534xxxxxxxx 	data_buffer=xxxxxxxx2b2a2928 	@local_cycle_counter=7 
@cycle_counter=371 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000020 	HWDATA=37363534xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx3b3a3938 	data_buffer=37363534xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=372 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000020 	HWDATA=37363534xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx3b3a3938 	data_buffer=37363534xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=373 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000024 	HWDATA=xxxxxxxx3b3a3938 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=47464544xxxxxxxx 	data_buffer=xxxxxxxx3b3a3938 	@local_cycle_counter=9 
@cycle_counter=374 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000028 	HWDATA=47464544xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx4b4a4948 	data_buffer=47464544xxxxxxxx 	@local_cycle_counter=10 
@cycle_counter=375 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=0000002c 	HWDATA=xxxxxxxx4b4a4948 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=57565554xxxxxxxx 	data_buffer=xxxxxxxx4b4a4948 	@local_cycle_counter=11 
@cycle_counter=376 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000030 	HWDATA=57565554xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx5b5a5958 	data_buffer=57565554xxxxxxxx 	@local_cycle_counter=12 
@cycle_counter=377 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000034 	HWDATA=xxxxxxxx5b5a5958 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=67666564xxxxxxxx 	data_buffer=xxxxxxxx5b5a5958 	@local_cycle_counter=13 
@cycle_counter=378 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000038 	HWDATA=67666564xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6b6a6968 	data_buffer=67666564xxxxxxxx 	@local_cycle_counter=14 
@cycle_counter=379 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=0000003c 	HWDATA=xxxxxxxx6b6a6968 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=77767574xxxxxxxx 	data_buffer=xxxxxxxx6b6a6968 	@local_cycle_counter=15 
@cycle_counter=380 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000040 	HWDATA=77767574xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx7b7a7978 	data_buffer=77767574xxxxxxxx 	@local_cycle_counter=16 
@cycle_counter=381 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=17 	HWRITE=1 	HADDR=00000044 	HWDATA=xxxxxxxx7b7a7978 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=87868584xxxxxxxx 	data_buffer=xxxxxxxx7b7a7978 	@local_cycle_counter=0 

@cycle_counter=382 	HTRANS=NONSEQ 	HBURST=SINGLE 	HSIZE=Word 	burst_length=1 	HWRITE=0 	HADDR=00000007 	HWDATA=87868584xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=07xxxxxxxxxxxxxx 	data_buffer=xxxxxxxx7b7a7978 	@local_cycle_counter=0 

@cycle_counter=383 	HTRANS=NONSEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=1 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=07xxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=070605040302xxxx 	data_buffer=07xxxxxxxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=384 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=1 	HADDR=00000010 	HWDATA=070605040302xxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=070605040302xxxx 	@local_cycle_counter=2 
@cycle_counter=385 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=1 	HADDR=00000018 	HWDATA=0f0e0d0c0b0a0908 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1716151413121110 	data_buffer=0f0e0d0c0b0a0908 	@local_cycle_counter=3 
@cycle_counter=386 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=1 	HADDR=00000020 	HWDATA=1716151413121110 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1c1b1a1918 	data_buffer=1716151413121110 	@local_cycle_counter=4 
@cycle_counter=387 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=1 	HADDR=00000028 	HWDATA=1f1e1d1c1b1a1918 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=2726252423222120 	data_buffer=1f1e1d1c1b1a1918 	@local_cycle_counter=5 
@cycle_counter=388 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=1 	HADDR=00000030 	HWDATA=2726252423222120 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=2f2e2d2c2b2a2928 	data_buffer=2726252423222120 	@local_cycle_counter=6 
@cycle_counter=389 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=1 	HADDR=00000038 	HWDATA=2f2e2d2c2b2a2928 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=3736353433323130 	data_buffer=2f2e2d2c2b2a2928 	@local_cycle_counter=7 
@cycle_counter=390 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=1 	HADDR=00000040 	HWDATA=3736353433323130 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3c3b3a3938 	data_buffer=3736353433323130 	@local_cycle_counter=0 

@cycle_counter=391 	HTRANS=NONSEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000000a 	HWDATA=3f3e3d3c3b3a3938 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0302xxxx 	data_buffer=3f3e3d3c3b3a3938 	@local_cycle_counter=1 
@cycle_counter=392 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0302xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx0d0cxxxxxxxx 	data_buffer=xxxxxxxx0302xxxx 	@local_cycle_counter=2 
@cycle_counter=393 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000000e 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx0504xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1716xxxxxxxxxxxx 	data_buffer=xxxx0d0cxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=394 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=100fxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx1918 	data_buffer=1716xxxxxxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=395 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000012 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx1312 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2322xxxx 	data_buffer=xxxxxxxxxxxx1918 	@local_cycle_counter=5 
@cycle_counter=396 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx1e1dxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx2d2cxxxxxxxx 	data_buffer=xxxxxxxx2322xxxx 	@local_cycle_counter=6 
@cycle_counter=397 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx2d2cxxxxxxxx 	data_buffer=xxxxxxxx2322xxxx 	@local_cycle_counter=6 
@cycle_counter=398 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000016 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx2928xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=3736xxxxxxxxxxxx 	data_buffer=xxxx2d2cxxxxxxxx 	@local_cycle_counter=7 
@cycle_counter=399 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3433xxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx3938 	data_buffer=3736xxxxxxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=400 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000001a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx3736 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx4342xxxx 	data_buffer=xxxxxxxxxxxx3938 	@local_cycle_counter=9 
@cycle_counter=401 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000001c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx4241xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx4d4cxxxxxxxx 	data_buffer=xxxxxxxx4342xxxx 	@local_cycle_counter=10 
@cycle_counter=402 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000001e 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx4d4cxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=5756xxxxxxxxxxxx 	data_buffer=xxxx4d4cxxxxxxxx 	@local_cycle_counter=11 
@cycle_counter=403 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=5857xxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx5958 	data_buffer=5756xxxxxxxxxxxx 	@local_cycle_counter=12 
@cycle_counter=404 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000022 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx5b5a 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6362xxxx 	data_buffer=xxxxxxxxxxxx5958 	@local_cycle_counter=13 
@cycle_counter=405 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000024 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx6665xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx6d6cxxxxxxxx 	data_buffer=xxxxxxxx6362xxxx 	@local_cycle_counter=14 
@cycle_counter=406 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000026 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx7170xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=7776xxxxxxxxxxxx 	data_buffer=xxxx6d6cxxxxxxxx 	@local_cycle_counter=15 
@cycle_counter=407 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=7c7bxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx7978 	data_buffer=7776xxxxxxxxxxxx 	@local_cycle_counter=16 
@cycle_counter=408 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000002a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx7f7e 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx8382xxxx 	data_buffer=xxxxxxxxxxxx7978 	@local_cycle_counter=17 
@cycle_counter=409 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000002c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx8a89xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx8d8cxxxxxxxx 	data_buffer=xxxxxxxx8382xxxx 	@local_cycle_counter=18 
@cycle_counter=410 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=19 	HWRITE=0 	HADDR=0000002e 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxx9594xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=9796xxxxxxxxxxxx 	data_buffer=xxxx8d8cxxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=411 	HTRANS=NONSEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000007 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=a09fxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=07xxxxxxxxxxxxxx 	data_buffer=9796xxxxxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=412 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000008 	HWDATA=07xxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0b0a0908 	data_buffer=07xxxxxxxxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=413 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=0000000c 	HWDATA=xxxxxxxx0b0a0908 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=17161514xxxxxxxx 	data_buffer=xxxxxxxx0b0a0908 	@local_cycle_counter=3 
@cycle_counter=414 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000010 	HWDATA=17161514xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx1b1a1918 	data_buffer=17161514xxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=415 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000014 	HWDATA=xxxxxxxx1b1a1918 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=27262524xxxxxxxx 	data_buffer=xxxxxxxx1b1a1918 	@local_cycle_counter=5 
@cycle_counter=416 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000018 	HWDATA=27262524xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2b2a2928 	data_buffer=27262524xxxxxxxx 	@local_cycle_counter=6 
@cycle_counter=417 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=0000001c 	HWDATA=xxxxxxxx2b2a2928 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=37363534xxxxxxxx 	data_buffer=xxxxxxxx2b2a2928 	@local_cycle_counter=7 
@cycle_counter=418 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000020 	HWDATA=37363534xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx3b3a3938 	data_buffer=37363534xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=419 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000020 	HWDATA=37363534xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx3b3a3938 	data_buffer=37363534xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=420 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000024 	HWDATA=xxxxxxxx3b3a3938 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=47464544xxxxxxxx 	data_buffer=xxxxxxxx3b3a3938 	@local_cycle_counter=9 
@cycle_counter=421 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000028 	HWDATA=47464544xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx4b4a4948 	data_buffer=47464544xxxxxxxx 	@local_cycle_counter=10 
@cycle_counter=422 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=0000002c 	HWDATA=xxxxxxxx4b4a4948 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=57565554xxxxxxxx 	data_buffer=xxxxxxxx4b4a4948 	@local_cycle_counter=11 
@cycle_counter=423 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000030 	HWDATA=57565554xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx5b5a5958 	data_buffer=57565554xxxxxxxx 	@local_cycle_counter=12 
@cycle_counter=424 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000034 	HWDATA=xxxxxxxx5b5a5958 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=67666564xxxxxxxx 	data_buffer=xxxxxxxx5b5a5958 	@local_cycle_counter=13 
@cycle_counter=425 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000038 	HWDATA=67666564xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6b6a6968 	data_buffer=67666564xxxxxxxx 	@local_cycle_counter=14 
@cycle_counter=426 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=0000003c 	HWDATA=xxxxxxxx6b6a6968 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=77767574xxxxxxxx 	data_buffer=xxxxxxxx6b6a6968 	@local_cycle_counter=15 
@cycle_counter=427 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000040 	HWDATA=77767574xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx7b7a7978 	data_buffer=77767574xxxxxxxx 	@local_cycle_counter=16 
@cycle_counter=428 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000044 	HWDATA=xxxxxxxx7b7a7978 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=87868584xxxxxxxx 	data_buffer=xxxxxxxx7b7a7978 	@local_cycle_counter=17 
@cycle_counter=429 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000048 	HWDATA=87868584xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx8b8a8988 	data_buffer=87868584xxxxxxxx 	@local_cycle_counter=18 
@cycle_counter=430 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=0000004c 	HWDATA=xxxxxxxx8b8a8988 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=97969594xxxxxxxx 	data_buffer=xxxxxxxx8b8a8988 	@local_cycle_counter=19 
@cycle_counter=431 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=0000004c 	HWDATA=xxxxxxxx8b8a8988 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=97969594xxxxxxxx 	data_buffer=xxxxxxxx8b8a8988 	@local_cycle_counter=19 
@cycle_counter=432 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=1 	HADDR=00000050 	HWDATA=97969594xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx9b9a9998 	data_buffer=97969594xxxxxxxx 	@local_cycle_counter=20 
